locality,species,month,year,socioeconomic_stratum,citizen_reports,abuse_cases,animals_seized,vet_emergencies,microchip_coverage,sterilization_rate,stray_density,prior_cases_6m,institutional_response_days,abandonment_risk
SANTA FE,FELINO,7,2023,2,7,18,7,20,0.3301,0.346,40.6,16,8,MEDIUM
BOSA,CANINO,10,2024,1,11,23,4,36,0.2716,0.2536,55.82,7,8,HIGH
SUMAPAZ,CANINO,8,2023,4,3,11,2,17,0.5844,0.0833,12.92,3,9,LOW
LOS MÁRTIRES,FELINO,6,2024,4,5,10,2,19,0.2854,0.2344,42.78,5,7,MEDIUM
CHAPINERO,FELINO,7,2022,4,2,7,2,11,0.7401,0.3586,21.98,2,3,LOW
KENNEDY,FELINO,6,2024,1,16,19,5,27,0.1532,0.2571,54.53,10,4,HIGH
SANTA FE,CANINO,8,2024,3,4,8,1,20,0.3838,0.3709,31.53,11,9,MEDIUM
FONTIBÓN,FELINO,10,2023,3,9,10,2,20,0.4906,0.3947,27.53,9,7,MEDIUM
ANTONIO NARIÑO,CANINO,1,2023,2,13,15,3,30,0.1014,0.2481,50.56,7,2,HIGH
USME,FELINO,10,2023,1,9,12,5,17,0.1933,0.2445,41.81,11,6,MEDIUM
KENNEDY,FELINO,10,2022,2,15,19,6,15,0.2024,0.292,49.21,13,5,HIGH
SAN CRISTÓBAL,CANINO,9,2023,3,10,14,3,20,0.2165,0.1372,46.42,9,6,MEDIUM
SAN CRISTÓBAL,CANINO,10,2024,3,6,11,4,19,0.258,0.2618,35.88,6,1,MEDIUM
PUENTE ARANDA,CANINO,4,2022,4,5,13,3,13,0.59,0.4426,28.16,7,6,MEDIUM
TUNJUELITO,CANINO,9,2024,2,11,18,2,22,0.2731,0.3116,40.61,8,6,MEDIUM
CHAPINERO,CANINO,6,2023,4,4,3,0,9,0.7837,0.5011,13.88,3,5,LOW
TUNJUELITO,CANINO,9,2024,2,8,22,5,19,0.1809,0.2633,42.9,17,4,HIGH
PUENTE ARANDA,FELINO,8,2024,3,10,11,3,31,0.4073,0.3337,37.18,11,5,MEDIUM
RAFAEL URIBE URIBE,CANINO,3,2022,2,7,14,2,33,0.2125,0.2113,42.55,11,10,MEDIUM
FONTIBÓN,FELINO,7,2022,3,8,17,5,23,0.3544,0.327,37.79,3,6,MEDIUM
BOSA,CANINO,3,2024,1,14,21,5,34,0.1535,0.1947,55.66,10,5,HIGH
KENNEDY,CANINO,2,2024,1,22,15,1,24,0.235,0.2864,57.66,12,9,HIGH
CHAPINERO,CANINO,7,2024,3,5,10,1,9,0.6988,0.5567,19.45,6,2,LOW
LOS MÁRTIRES,CANINO,6,2024,2,8,10,3,19,0.306,0.2762,36.42,10,4,MEDIUM
LOS MÁRTIRES,FELINO,9,2023,2,7,16,1,22,0.3412,0.3039,40.39,14,4,MEDIUM
ANTONIO NARIÑO,CANINO,10,2023,2,1,17,3,23,0.4108,0.3456,42.99,13,7,MEDIUM
SAN CRISTÓBAL,CANINO,7,2023,1,18,19,5,28,0.0724,0.1784,62.89,15,7,HIGH
USME,FELINO,10,2024,4,12,17,1,29,0.1997,0.1791,41.68,8,4,MEDIUM
LOS MÁRTIRES,CANINO,4,2023,3,12,12,1,23,0.3914,0.2872,37.13,11,7,MEDIUM
SAN CRISTÓBAL,CANINO,6,2023,3,13,18,6,26,0.1473,0.2392,45.17,13,4,HIGH
CIUDAD BOLÍVAR,CANINO,8,2024,2,14,20,2,29,0.073,0.2558,49.77,12,5,HIGH
BARRIOS UNIDOS,FELINO,4,2024,4,6,8,1,14,0.5808,0.4406,31.86,4,2,LOW
BOSA,FELINO,5,2024,2,15,13,2,22,0.2654,0.2144,45.59,6,9,MEDIUM
SANTA FE,CANINO,11,2024,1,3,11,3,22,0.3732,0.2066,35.03,11,5,MEDIUM
SANTA FE,CANINO,11,2024,3,6,8,1,17,0.4619,0.2751,32.91,5,6,MEDIUM
SUMAPAZ,CANINO,2,2024,4,1,1,0,14,0.6275,0.104,12.28,4,9,LOW
BOSA,CANINO,9,2023,2,14,13,2,27,0.1166,0.2375,56.25,15,5,HIGH
SUBA,CANINO,7,2024,2,6,10,2,15,0.416,0.4081,31.5,6,5,MEDIUM
RAFAEL URIBE URIBE,CANINO,8,2023,1,8,11,3,27,0.2184,0.2543,47.55,17,5,MEDIUM
ENGATIVÁ,FELINO,6,2023,2,7,17,3,20,0.3882,0.2726,36.29,3,5,MEDIUM
CIUDAD BOLÍVAR,FELINO,5,2023,2,13,14,4,27,0.1761,0.1574,45.45,8,6,MEDIUM
SAN CRISTÓBAL,FELINO,10,2022,3,13,17,4,25,0.3504,0.1617,44.71,12,9,MEDIUM
SUMAPAZ,CANINO,4,2023,5,1,2,1,13,0.7121,0.1181,7.31,7,9,LOW
RAFAEL URIBE URIBE,CANINO,6,2023,2,11,22,5,20,0.2104,0.2224,48.89,12,7,HIGH
LOS MÁRTIRES,CANINO,4,2024,3,10,21,4,29,0.4019,0.32,32.48,5,5,MEDIUM
SANTA FE,FELINO,6,2024,2,7,10,4,20,0.39,0.3558,34.92,4,4,MEDIUM
KENNEDY,FELINO,7,2023,1,6,22,6,22,0.0792,0.288,57.14,11,3,HIGH
SAN CRISTÓBAL,CANINO,3,2024,3,8,18,5,21,0.269,0.1485,45.3,10,8,MEDIUM
CIUDAD BOLÍVAR,CANINO,5,2023,1,15,12,2,31,0.1767,0.1259,50.8,9,6,HIGH
CHAPINERO,CANINO,2,2023,4,4,4,0,10,0.642,0.5604,20.92,4,2,LOW
SAN CRISTÓBAL,FELINO,6,2023,3,12,13,6,27,0.1908,0.2528,47.92,10,7,MEDIUM
KENNEDY,CANINO,7,2024,1,24,21,6,37,0.1127,0.2708,58.5,14,9,HIGH
BOSA,CANINO,9,2022,2,24,19,12,33,0.1463,0.219,57.52,12,7,HIGH
BARRIOS UNIDOS,CANINO,8,2024,3,1,8,1,15,0.5233,0.4135,29.62,4,5,MEDIUM
RAFAEL URIBE URIBE,CANINO,6,2023,2,13,27,8,30,0.3578,0.2288,42.41,9,8,MEDIUM
RAFAEL URIBE URIBE,CANINO,11,2023,1,10,20,9,30,0.2791,0.2552,48.81,8,10,HIGH
LOS MÁRTIRES,CANINO,12,2023,2,11,12,5,26,0.0995,0.27,54.15,15,2,HIGH
LOS MÁRTIRES,CANINO,12,2024,1,7,20,7,24,0.2655,0.2949,46.43,14,3,HIGH
LOS MÁRTIRES,CANINO,11,2023,2,9,20,3,19,0.2262,0.1471,46.23,14,9,HIGH
SAN CRISTÓBAL,CANINO,3,2024,2,9,22,6,24,0.222,0.2662,44.92,12,13,HIGH
BOSA,CANINO,7,2024,1,23,27,9,28,0.0531,0.2099,60.59,16,6,HIGH
BOSA,FELINO,1,2024,1,19,21,11,32,0.1055,0.249,58.98,8,6,HIGH
SAN CRISTÓBAL,CANINO,2,2023,1,5,15,7,15,0.1622,0.1789,53.92,12,6,HIGH
USME,CANINO,1,2022,1,17,16,5,39,0.02,0.123,58.18,13,11,HIGH
USME,CANINO,3,2024,1,8,17,4,28,0.2133,0.2411,43.8,7,5,MEDIUM
SUBA,FELINO,2,2023,3,3,3,1,10,0.5066,0.3258,24.97,4,6,LOW
CHAPINERO,CANINO,2,2024,4,7,7,1,10,0.7124,0.572,24.82,7,3,LOW
KENNEDY,CANINO,11,2023,1,22,23,11,26,0.1223,0.3289,52.9,16,6,HIGH
BARRIOS UNIDOS,CANINO,2,2022,3,9,15,5,20,0.526,0.3265,33.44,6,7,MEDIUM
KENNEDY,CANINO,5,2023,3,22,21,10,24,0.2089,0.2266,45.27,12,7,HIGH
CIUDAD BOLÍVAR,FELINO,12,2024,2,10,23,8,35,0.0458,0.2612,55.62,17,9,HIGH
USME,CANINO,2,2024,1,10,18,5,26,0.1413,0.2038,44.57,13,12,HIGH
USME,CANINO,8,2023,2,11,26,8,33,0.0999,0.1705,50.85,12,13,HIGH
RAFAEL URIBE URIBE,CANINO,4,2022,2,8,16,6,29,0.2515,0.2924,40.63,9,10,MEDIUM
SANTA FE,CANINO,6,2024,2,5,16,2,26,0.4643,0.289,34.12,9,8,MEDIUM
BOSA,CANINO,7,2023,1,7,18,5,30,0.0521,0.3111,58.61,13,6,HIGH
KENNEDY,FELINO,1,2024,1,13,14,4,21,0.0632,0.292,56.15,9,4,HIGH
LA CANDELARIA,CANINO,5,2022,5,2,6,1,14,0.6668,0.4931,15.16,3,5,LOW
BOSA,CANINO,2,2023,1,17,25,10,29,0.111,0.1519,58.36,13,7,HIGH
PUENTE ARANDA,CANINO,9,2024,2,13,5,0,16,0.3944,0.2692,35.9,8,6,MEDIUM
USME,CANINO,2,2023,1,8,12,4,38,0.1974,0.1455,50.67,17,12,HIGH
PUENTE ARANDA,FELINO,3,2024,2,15,20,5,25,0.4373,0.3377,43.76,6,1,MEDIUM
ANTONIO NARIÑO,CANINO,8,2022,3,7,10,4,22,0.4056,0.2702,40.76,12,1,MEDIUM
USME,FELINO,3,2024,2,8,19,5,31,0.2392,0.1777,45.91,7,5,HIGH
SAN CRISTÓBAL,FELINO,12,2024,1,11,20,8,21,0.0949,0.1861,53.7,14,6,HIGH
RAFAEL URIBE URIBE,FELINO,12,2024,1,6,19,2,33,0.0705,0.3039,55.68,16,5,HIGH
USME,FELINO,9,2022,2,9,18,6,30,0.0699,0.1624,43.65,13,10,HIGH
ENGATIVÁ,CANINO,5,2022,3,5,8,1,11,0.5128,0.4553,27.99,7,4,MEDIUM
USME,FELINO,9,2024,2,10,24,6,37,0.1206,0.1197,47.91,10,15,HIGH
CIUDAD BOLÍVAR,CANINO,11,2024,1,15,16,3,23,0.2005,0.1334,45.94,13,3,HIGH
RAFAEL URIBE URIBE,CANINO,5,2024,3,4,12,4,28,0.3477,0.2525,39.91,7,13,MEDIUM
LA CANDELARIA,CANINO,8,2024,4,3,5,0,14,0.5722,0.5112,17.58,2,4,LOW
ANTONIO NARIÑO,CANINO,9,2022,1,5,15,1,32,0.3669,0.2687,42.75,12,1,MEDIUM
ANTONIO NARIÑO,FELINO,4,2023,2,9,18,6,20,0.3928,0.2305,41.29,10,8,MEDIUM
ANTONIO NARIÑO,FELINO,11,2023,2,8,13,0,27,0.3826,0.2952,38.79,6,4,MEDIUM
LA CANDELARIA,CANINO,8,2023,3,4,9,1,14,0.6042,0.4417,19.36,4,2,LOW
USME,CANINO,9,2024,2,13,24,7,27,0.2627,0.09,46.02,20,12,HIGH
LA CANDELARIA,CANINO,2,2022,4,3,15,3,12,0.5672,0.3899,25.51,6,4,LOW
LA CANDELARIA,FELINO,11,2024,4,1,7,1,13,0.6872,0.3818,16.33,5,2,LOW
CIUDAD BOLÍVAR,CANINO,2,2022,2,11,27,9,36,0.0583,0.2296,55.38,10,5,HIGH
SUBA,CANINO,3,2024,4,4,8,3,14,0.5684,0.3238,27.98,6,6,LOW
SUBA,CANINO,6,2022,3,8,14,2,17,0.5156,0.3708,24.6,8,5,MEDIUM
BARRIOS UNIDOS,CANINO,8,2023,3,3,10,3,21,0.5054,0.429,35.35,6,2,MEDIUM
SANTA FE,CANINO,9,2023,2,6,11,1,16,0.3913,0.3352,39.01,11,3,MEDIUM
USME,CANINO,8,2024,2,10,18,5,39,0.1522,0.1874,48.38,15,10,HIGH
TUNJUELITO,CANINO,6,2023,2,5,15,6,29,0.241,0.2506,43.61,13,8,MEDIUM
FONTIBÓN,CANINO,1,2024,2,11,11,0,15,0.3235,0.3613,39.51,12,6,MEDIUM
SAN CRISTÓBAL,CANINO,6,2024,1,9,19,4,31,0.1311,0.1337,49.01,11,8,HIGH
SUMAPAZ,FELINO,7,2024,5,1,7,1,12,0.4223,0.09,14.26,7,7,LOW
LOS MÁRTIRES,FELINO,6,2023,2,11,17,3,21,0.2,0.2917,41.19,11,6,MEDIUM
SAN CRISTÓBAL,CANINO,8,2022,2,9,18,4,24,0.3225,0.1229,40.68,15,11,MEDIUM
LOS MÁRTIRES,FELINO,6,2023,2,11,13,6,24,0.2853,0.1296,40.58,9,3,MEDIUM
SUBA,CANINO,11,2024,4,8,8,1,16,0.5406,0.4707,33.95,4,3,LOW
BOSA,FELINO,4,2022,1,11,18,3,25,0.2234,0.2556,50.83,23,6,HIGH
PUENTE ARANDA,CANINO,4,2023,3,8,23,4,21,0.3404,0.3419,43.23,11,5,MEDIUM
SAN CRISTÓBAL,CANINO,6,2022,2,13,15,6,24,0.1384,0.1736,46.55,14,11,HIGH
KENNEDY,FELINO,3,2022,2,17,12,2,45,0.2371,0.2145,44.22,10,4,HIGH
BOSA,CANINO,1,2023,1,16,19,9,25,0.0306,0.2418,55.58,10,6,HIGH
BOSA,CANINO,2,2024,1,16,17,0,27,0.1168,0.2415,53.45,8,5,HIGH
BARRIOS UNIDOS,CANINO,8,2023,3,4,10,5,14,0.5006,0.3018,28.95,6,4,MEDIUM
PUENTE ARANDA,CANINO,10,2022,2,5,17,4,26,0.3511,0.2985,32.16,8,5,MEDIUM
FONTIBÓN,CANINO,8,2024,2,10,19,8,15,0.285,0.3352,42.93,13,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,8,2023,1,10,16,5,27,0.2692,0.1263,44.27,12,6,MEDIUM
PUENTE ARANDA,CANINO,3,2023,3,10,17,4,25,0.2745,0.2814,42.67,5,6,MEDIUM
FONTIBÓN,CANINO,10,2024,3,3,9,3,14,0.5693,0.3978,23.02,4,3,LOW
USME,FELINO,9,2024,3,8,20,9,27,0.2445,0.1939,42.73,11,8,MEDIUM
BARRIOS UNIDOS,CANINO,10,2024,2,4,11,2,17,0.5021,0.3895,29.6,9,2,MEDIUM
CIUDAD BOLÍVAR,CANINO,3,2023,2,7,23,5,27,0.1832,0.1641,48.78,14,5,HIGH
ANTONIO NARIÑO,CANINO,2,2024,4,10,14,6,24,0.3221,0.3016,38.34,10,4,MEDIUM
KENNEDY,CANINO,10,2022,1,19,20,5,27,0.1691,0.2574,56.0,13,6,HIGH
USME,FELINO,1,2023,1,13,19,6,33,0.111,0.187,56.68,12,10,HIGH
TEUSAQUILLO,CANINO,7,2023,4,11,7,2,19,0.5532,0.493,29.55,4,2,MEDIUM
ANTONIO NARIÑO,FELINO,10,2023,1,11,7,0,18,0.4648,0.3041,33.6,4,6,MEDIUM
BOSA,CANINO,7,2024,2,12,30,12,27,0.0394,0.1817,60.4,20,6,HIGH
BOSA,FELINO,9,2023,2,8,24,9,24,0.1765,0.2991,57.19,15,3,HIGH
SAN CRISTÓBAL,CANINO,1,2022,2,12,23,10,22,0.1757,0.1832,48.31,15,6,HIGH
USAQUÉN,CANINO,6,2022,4,2,6,2,13,0.6511,0.4121,18.2,3,3,LOW
LA CANDELARIA,CANINO,12,2023,4,4,11,1,21,0.5282,0.4765,26.0,6,3,MEDIUM
RAFAEL URIBE URIBE,FELINO,7,2023,2,8,14,3,32,0.2695,0.2765,47.13,10,6,MEDIUM
TUNJUELITO,CANINO,12,2023,1,15,14,1,24,0.1492,0.2632,56.43,12,5,HIGH
LOS MÁRTIRES,CANINO,3,2024,2,5,15,5,23,0.2925,0.2757,39.45,15,8,MEDIUM
USME,CANINO,7,2023,1,18,23,6,33,0.1176,0.08,51.94,16,12,HIGH
BARRIOS UNIDOS,FELINO,8,2023,4,10,9,3,8,0.5165,0.3751,35.18,4,4,MEDIUM
KENNEDY,CANINO,3,2024,2,9,18,3,23,0.2411,0.2738,47.17,11,7,HIGH
SAN CRISTÓBAL,CANINO,1,2023,2,23,25,12,30,0.1467,0.2292,55.32,17,7,HIGH
CIUDAD BOLÍVAR,FELINO,8,2022,1,10,20,7,28,0.1991,0.241,51.29,11,9,HIGH
CIUDAD BOLÍVAR,CANINO,5,2024,2,14,14,3,25,0.1494,0.2424,44.29,9,6,HIGH
SAN CRISTÓBAL,CANINO,2,2023,1,11,19,6,29,0.1293,0.1875,50.32,17,8,HIGH
BOSA,CANINO,12,2022,2,16,22,5,22,0.099,0.2183,60.45,12,4,HIGH
LOS MÁRTIRES,FELINO,1,2023,1,12,15,3,24,0.1037,0.2704,55.11,17,12,HIGH
ANTONIO NARIÑO,CANINO,4,2023,4,9,13,1,14,0.3492,0.3749,37.63,8,3,MEDIUM
ANTONIO NARIÑO,CANINO,4,2024,3,6,8,3,21,0.3632,0.2439,36.85,14,7,MEDIUM
BOSA,CANINO,8,2023,1,15,24,10,36,0.0878,0.2085,57.75,16,7,HIGH
ANTONIO NARIÑO,FELINO,12,2024,3,12,20,3,29,0.2211,0.3122,49.45,13,7,HIGH
LOS MÁRTIRES,FELINO,8,2024,1,7,14,4,20,0.1975,0.216,44.61,11,7,MEDIUM
TUNJUELITO,CANINO,2,2024,2,9,15,4,27,0.2114,0.1582,46.49,16,8,HIGH
ENGATIVÁ,CANINO,6,2023,3,8,14,4,18,0.4721,0.3599,30.83,6,6,MEDIUM
SANTA FE,CANINO,1,2024,3,11,23,9,27,0.2764,0.2287,37.62,9,6,MEDIUM
TEUSAQUILLO,CANINO,9,2024,4,3,13,1,10,0.5758,0.4688,23.73,7,2,LOW
CIUDAD BOLÍVAR,CANINO,6,2022,2,13,18,4,30,0.1452,0.2385,54.96,8,11,HIGH
USME,FELINO,12,2022,1,9,23,7,29,0.02,0.0953,58.96,15,6,HIGH
SUBA,FELINO,6,2023,4,7,12,4,16,0.5649,0.4023,23.8,3,4,LOW
ENGATIVÁ,CANINO,7,2023,2,12,24,6,22,0.3823,0.3393,39.46,13,3,MEDIUM
LA CANDELARIA,CANINO,9,2024,4,3,4,2,13,0.6072,0.4002,23.15,5,4,LOW
KENNEDY,FELINO,4,2023,1,15,24,5,29,0.0928,0.3227,60.97,13,7,HIGH
LA CANDELARIA,CANINO,7,2024,1,3,7,2,16,0.5401,0.3882,20.36,5,7,MEDIUM
SUBA,CANINO,9,2024,4,10,9,2,16,0.5375,0.4225,32.59,5,3,MEDIUM
ANTONIO NARIÑO,CANINO,4,2023,1,6,17,4,18,0.3578,0.3453,39.72,9,2,MEDIUM
USME,CANINO,5,2022,2,16,19,3,32,0.1932,0.166,52.41,12,7,HIGH
SAN CRISTÓBAL,CANINO,12,2023,1,16,29,9,29,0.0615,0.1784,59.88,19,8,HIGH
PUENTE ARANDA,FELINO,10,2024,3,12,7,2,17,0.4976,0.3761,32.92,6,4,MEDIUM
LOS MÁRTIRES,FELINO,9,2024,2,11,11,0,25,0.3562,0.2193,44.98,5,5,MEDIUM
LOS MÁRTIRES,CANINO,3,2024,2,7,16,4,14,0.3609,0.2816,37.2,7,3,MEDIUM
ANTONIO NARIÑO,CANINO,8,2024,1,6,8,2,28,0.3308,0.2886,40.24,10,5,MEDIUM
BOSA,CANINO,10,2024,1,11,18,4,36,0.1271,0.2168,51.57,14,12,HIGH
SAN CRISTÓBAL,CANINO,8,2024,1,15,12,4,26,0.102,0.1451,51.47,18,7,HIGH
SANTA FE,CANINO,3,2024,4,7,8,3,25,0.4326,0.4042,33.24,7,7,MEDIUM
SUBA,CANINO,3,2023,3,9,17,3,14,0.6201,0.4015,22.67,4,6,LOW
USME,FELINO,2,2024,1,10,23,9,28,0.02,0.215,56.34,19,8,HIGH
KENNEDY,FELINO,1,2023,1,14,20,7,28,0.0771,0.2415,52.65,12,5,HIGH
SAN CRISTÓBAL,CANINO,10,2023,2,7,16,5,22,0.339,0.2401,42.51,7,7,MEDIUM
CIUDAD BOLÍVAR,CANINO,12,2022,1,13,23,6,25,0.02,0.1351,50.88,14,7,HIGH
BOSA,CANINO,10,2024,2,14,13,4,25,0.2046,0.1836,53.4,10,6,HIGH
LOS MÁRTIRES,CANINO,4,2024,2,15,22,4,23,0.323,0.2845,38.18,10,1,MEDIUM
LOS MÁRTIRES,CANINO,8,2024,2,13,15,6,23,0.2125,0.2692,44.37,4,2,MEDIUM
BOSA,CANINO,12,2023,2,13,29,8,25,0.0747,0.1767,57.4,15,10,HIGH
USME,CANINO,7,2024,1,17,21,4,43,0.02,0.1473,53.15,8,9,HIGH
RAFAEL URIBE URIBE,CANINO,9,2022,2,14,11,4,20,0.2522,0.2449,48.47,8,10,MEDIUM
ENGATIVÁ,CANINO,5,2024,3,6,9,1,13,0.6342,0.3959,23.24,4,1,LOW
USME,CANINO,6,2023,4,9,16,5,15,0.2133,0.1918,42.42,6,8,MEDIUM
USME,FELINO,2,2022,1,11,12,6,25,0.1236,0.1828,54.65,14,10,HIGH
SAN CRISTÓBAL,CANINO,7,2023,1,18,17,6,26,0.2055,0.1686,55.44,12,3,HIGH
SAN CRISTÓBAL,CANINO,3,2024,2,13,20,8,29,0.1921,0.1985,50.94,11,5,HIGH
CHAPINERO,CANINO,2,2022,5,7,6,2,12,0.7272,0.4499,18.35,3,3,LOW
FONTIBÓN,FELINO,6,2022,2,6,7,2,24,0.3955,0.3884,32.95,7,2,MEDIUM
LOS MÁRTIRES,CANINO,6,2024,3,12,6,3,31,0.2827,0.2494,36.91,6,7,MEDIUM
BOSA,CANINO,10,2023,2,16,11,2,35,0.2137,0.2242,47.73,9,6,MEDIUM
SAN CRISTÓBAL,FELINO,11,2023,2,9,13,6,27,0.1285,0.218,51.5,9,6,HIGH
TUNJUELITO,FELINO,2,2024,2,7,12,3,29,0.3278,0.291,39.43,10,5,MEDIUM
USME,CANINO,1,2024,2,7,18,6,32,0.0477,0.1213,56.64,23,6,HIGH
PUENTE ARANDA,CANINO,7,2024,3,12,18,5,28,0.2812,0.3742,46.7,16,8,MEDIUM
BARRIOS UNIDOS,CANINO,3,2022,4,5,13,5,26,0.6092,0.4314,29.24,9,6,MEDIUM
SAN CRISTÓBAL,CANINO,11,2024,2,17,14,5,14,0.1323,0.1353,44.65,9,13,MEDIUM
RAFAEL URIBE URIBE,CANINO,7,2022,2,7,28,7,26,0.224,0.2252,44.04,7,6,HIGH
RAFAEL URIBE URIBE,CANINO,10,2024,3,6,13,3,26,0.281,0.1362,42.77,9,9,MEDIUM
ENGATIVÁ,CANINO,7,2023,3,6,15,4,17,0.434,0.2885,42.92,15,8,MEDIUM
LA CANDELARIA,CANINO,6,2023,4,7,4,3,15,0.6329,0.4807,20.36,6,4,LOW
CIUDAD BOLÍVAR,FELINO,5,2024,1,18,22,4,34,0.1285,0.2105,49.49,9,4,HIGH
SANTA FE,CANINO,10,2023,4,1,10,3,13,0.4773,0.2881,29.8,11,1,MEDIUM
FONTIBÓN,CANINO,2,2023,5,5,8,3,17,0.3521,0.3149,38.51,7,4,MEDIUM
LOS MÁRTIRES,CANINO,10,2024,3,4,14,2,26,0.3432,0.2576,38.41,8,10,MEDIUM
KENNEDY,CANINO,11,2024,2,16,20,6,40,0.0861,0.2502,55.35,11,3,HIGH
ANTONIO NARIÑO,CANINO,4,2024,3,10,11,1,25,0.404,0.2332,34.0,8,5,MEDIUM
SAN CRISTÓBAL,CANINO,9,2022,2,10,14,3,33,0.2609,0.2802,48.49,10,8,MEDIUM
SANTA FE,CANINO,10,2022,2,7,12,6,16,0.4812,0.2296,22.23,6,1,MEDIUM
TEUSAQUILLO,CANINO,12,2024,2,9,12,7,14,0.4663,0.4608,33.52,5,4,MEDIUM
PUENTE ARANDA,CANINO,10,2022,3,7,10,3,14,0.4392,0.3722,32.08,7,6,MEDIUM
ENGATIVÁ,CANINO,1,2022,3,5,19,4,26,0.3628,0.3719,43.64,7,5,MEDIUM
SANTA FE,CANINO,6,2024,4,11,14,3,32,0.3886,0.3165,36.68,6,4,MEDIUM
RAFAEL URIBE URIBE,CANINO,10,2024,3,9,18,5,33,0.2421,0.1728,43.96,9,4,MEDIUM
ANTONIO NARIÑO,CANINO,12,2023,1,12,26,8,37,0.1027,0.3054,55.15,10,8,HIGH
ENGATIVÁ,CANINO,2,2023,4,7,13,5,22,0.5225,0.4579,31.3,8,4,MEDIUM
SANTA FE,CANINO,1,2024,1,12,15,4,35,0.2494,0.3232,47.19,7,6,HIGH
CIUDAD BOLÍVAR,FELINO,9,2024,1,18,21,7,34,0.1137,0.0985,52.56,14,9,HIGH
PUENTE ARANDA,FELINO,12,2022,2,12,12,2,23,0.1731,0.3521,54.2,14,3,HIGH
PUENTE ARANDA,FELINO,2,2023,2,7,20,3,21,0.297,0.3136,41.12,10,8,MEDIUM
ENGATIVÁ,CANINO,2,2022,3,13,10,1,17,0.531,0.4037,33.55,7,5,MEDIUM
LOS MÁRTIRES,CANINO,12,2024,2,5,24,8,31,0.164,0.2177,50.65,12,8,HIGH
TEUSAQUILLO,FELINO,10,2023,4,0,6,2,13,0.6778,0.432,14.84,7,4,LOW
LOS MÁRTIRES,CANINO,11,2024,3,17,21,3,22,0.1504,0.2885,44.53,12,4,HIGH
KENNEDY,CANINO,10,2024,2,13,16,5,24,0.1777,0.2325,50.91,18,9,HIGH
USME,CANINO,2,2024,1,8,20,6,22,0.1343,0.1256,42.34,12,3,HIGH
LOS MÁRTIRES,CANINO,3,2023,2,13,12,3,18,0.2341,0.4011,39.76,11,7,MEDIUM
BARRIOS UNIDOS,CANINO,12,2024,2,11,15,4,17,0.3357,0.4674,37.16,7,5,MEDIUM
LOS MÁRTIRES,FELINO,5,2023,1,9,9,1,25,0.3739,0.1881,42.61,13,4,MEDIUM
SAN CRISTÓBAL,CANINO,2,2024,3,14,15,4,29,0.204,0.2039,51.96,9,7,HIGH
BOSA,CANINO,7,2023,2,9,16,3,27,0.0951,0.1529,53.95,12,7,HIGH
PUENTE ARANDA,FELINO,2,2023,1,11,14,6,20,0.3475,0.2976,37.84,7,8,MEDIUM
USME,CANINO,11,2024,2,19,14,3,24,0.1668,0.1454,41.42,14,12,HIGH
PUENTE ARANDA,CANINO,8,2023,3,10,17,4,12,0.337,0.3701,39.73,8,11,MEDIUM
TUNJUELITO,CANINO,2,2024,3,8,7,2,21,0.2696,0.284,40.6,9,8,MEDIUM
BOSA,CANINO,6,2024,2,21,26,6,28,0.1292,0.3576,58.78,15,5,HIGH
CHAPINERO,CANINO,5,2023,4,1,2,1,11,0.753,0.5077,14.74,2,1,LOW
CIUDAD BOLÍVAR,CANINO,11,2023,3,15,12,4,39,0.0875,0.1529,52.53,13,12,HIGH
SAN CRISTÓBAL,FELINO,9,2024,1,12,13,6,34,0.2094,0.2042,51.56,16,10,HIGH
ANTONIO NARIÑO,CANINO,6,2023,2,9,16,3,30,0.3152,0.2691,42.58,6,3,MEDIUM
BOSA,FELINO,1,2022,2,16,21,6,29,0.1217,0.2191,53.35,8,8,HIGH
BOSA,CANINO,7,2023,2,16,15,1,43,0.0208,0.2295,57.57,13,5,HIGH
RAFAEL URIBE URIBE,CANINO,4,2023,3,12,22,4,31,0.1911,0.2299,41.61,12,8,HIGH
SAN CRISTÓBAL,FELINO,12,2024,1,12,24,7,27,0.02,0.1829,52.4,18,7,HIGH
LOS MÁRTIRES,CANINO,8,2024,2,10,10,2,22,0.1948,0.2007,48.56,13,9,MEDIUM
CIUDAD BOLÍVAR,CANINO,8,2024,2,15,17,5,32,0.1365,0.0864,51.78,10,7,HIGH
CIUDAD BOLÍVAR,FELINO,9,2023,1,14,15,4,27,0.1543,0.1367,58.7,11,5,HIGH
LOS MÁRTIRES,CANINO,5,2024,2,9,13,0,11,0.3691,0.2648,33.46,11,8,MEDIUM
KENNEDY,CANINO,4,2023,3,10,24,10,27,0.2227,0.3227,49.47,11,11,HIGH
RAFAEL URIBE URIBE,FELINO,7,2024,1,13,25,8,34,0.041,0.1875,57.28,8,4,HIGH
FONTIBÓN,CANINO,8,2024,3,9,9,2,18,0.3907,0.3892,34.5,14,4,MEDIUM
TUNJUELITO,CANINO,10,2023,4,15,16,3,22,0.3167,0.2208,38.61,7,7,MEDIUM
SANTA FE,FELINO,9,2022,4,5,4,0,17,0.5456,0.1891,26.88,6,3,MEDIUM
BOSA,CANINO,8,2024,2,17,13,6,27,0.2151,0.2172,50.9,13,1,HIGH
LOS MÁRTIRES,CANINO,7,2024,2,9,16,4,24,0.2874,0.283,46.51,14,5,HIGH
